Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)",flag_allcause,flag_natcause,flag_sept,flag_neopl,flag_diab,flag_alz,flag_inflpn,flag_clrd,flag_otherresp,flag_nephr,flag_otherunk,flag_hd,flag_stroke,flag_cov19mcod,flag_cov19ucod
Alaska,2019,51,12/21/2019,84,69,0,20,,,0,,,,,21,,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Alaska,2019,52,12/28/2019,100,89,,23,,,,,,,0,25,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
Alaska,2020,1,1/4/2020,89,71,,16,,,0,,0,,0,17,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
Alaska,2020,2,1/11/2020,105,93,,22,,,0,,,,0,24,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
Alaska,2020,3,1/18/2020,99,83,,21,,,0,,,,0,15,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
Alaska,2020,4,1/25/2020,97,82,,21,,,0,,0,,,18,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Alaska,2020,5,2/1/2020,85,74,,17,,,,,,0,,20,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Alaska,2020,6,2/8/2020,95,78,0,15,,,,,,,,23,,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Alaska,2020,7,2/15/2020,89,74,,20,,,0,,,,0,19,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
Alaska,2020,8,2/22/2020,83,64,,16,,,,,,0,,,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
Alaska,2020,9,2/29/2020,84,76,,18,,0,,,,,,14,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Alaska,2020,10,3/7/2020,79,68,,20,0,,,,,,0,15,,0,0,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
Alaska,2020,11,3/14/2020,92,80,,20,,0,,,,0,,22,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Alaska,2020,12,3/21/2020,69,56,0,,,,,,,,,10,,0,0,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Alaska,2020,13,3/28/2020,86,74,,16,,,,,,,0,15,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,14,4/4/2020,98,84,,21,,,,,,0,0,14,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,15,4/11/2020,83,70,,15,,,,,,,,19,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,16,4/18/2020,80,71,0,17,,,,,0,,0,13,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,17,4/25/2020,62,56,,12,0,,,,,,0,13,0,0,0,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
Alaska,2020,18,5/2/2020,87,78,,17,,,,,,0,,18,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Alaska,2020,19,5/9/2020,89,77,,20,,,,,,0,0,13,,,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),
Alaska,2020,20,5/16/2020,83,68,0,18,,0,,,0,,,20,,0,0,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Alaska,2020,21,5/23/2020,80,67,0,19,,,0,,0,0,0,16,,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),,
Alaska,2020,22,5/30/2020,97,82,,23,,,0,,0,,,18,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Alaska,2020,23,6/6/2020,78,65,0,15,,,,,,0,,19,,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Alaska,2020,24,6/13/2020,88,70,,19,,,,,,0,0,16,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,25,6/20/2020,89,71,0,27,0,,,,0,,,14,,0,0,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Alaska,2020,26,6/27/2020,87,64,0,16,,,,,,0,,13,,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Alaska,2020,27,7/4/2020,82,63,,16,,,0,,0,,,16,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,28,7/11/2020,99,81,,20,,,0,,0,,,18,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,29,7/18/2020,86,70,0,19,,,0,,0,,,13,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,30,7/25/2020,87,70,0,20,,,,,0,,,16,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,31,8/1/2020,108,78,0,17,,,0,,,,,16,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,32,8/8/2020,95,82,,14,,,0,,0,,,19,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,33,8/15/2020,68,62,0,15,,,0,,0,,,14,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,34,8/22/2020,99,93,,24,,,,,0,0,,25,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,35,8/29/2020,74,65,,22,,,0,,0,0,,10,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,36,9/5/2020,80,73,0,19,,,,,,0,0,14,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,37,9/12/2020,61,56,0,21,,,0,,0,,,10,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,38,9/19/2020,62,58,0,13,,,0,,,,0,,,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,
Alaska,2020,39,9/26/2020,47,45,,,,,0,,,0,0,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,40,10/3/2020,20,17,0,,0,,0,0,,0,0,,,0,0,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,
Arizona,2019,1,1/5/2019,"1,351","1,224",12,260,44,61,34,86,23,27,20,314,59,0,0,,,,,,,,,,,,,,,
Arizona,2019,2,1/12/2019,"1,350","1,211",10,263,49,52,28,101,25,17,22,310,59,0,0,,,,,,,,,,,,,,,
Arizona,2019,3,1/19/2019,"1,270","1,147",10,256,46,78,27,84,24,15,28,256,70,0,0,,,,,,,,,,,,,,,
Arizona,2019,4,1/26/2019,"1,253","1,116",,265,36,67,33,80,19,14,18,262,53,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,5,2/2/2019,"1,217","1,091",,258,57,47,25,93,17,15,15,239,74,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,6,2/9/2019,"1,204","1,091",10,244,36,68,27,87,20,13,15,243,55,0,0,,,,,,,,,,,,,,,
Arizona,2019,7,2/16/2019,"1,188","1,079",,234,48,62,26,81,17,14,21,246,74,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,8,2/23/2019,"1,313","1,165",,274,52,66,33,86,17,19,23,256,60,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,9,3/2/2019,"1,250","1,122",,238,54,44,25,99,19,14,16,277,58,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,10,3/9/2019,"1,252","1,119",,254,43,50,35,75,27,24,17,274,64,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,11,3/16/2019,"1,279","1,155",,280,39,65,30,80,22,21,15,288,64,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,12,3/23/2019,"1,192","1,057",,229,39,63,27,81,16,15,16,233,63,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,13,3/30/2019,"1,240","1,114",,236,46,71,37,80,16,,18,265,63,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
Arizona,2019,14,4/6/2019,"1,254","1,117",,252,47,66,32,94,15,17,19,238,69,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,15,4/13/2019,"1,325","1,178",,286,51,61,21,86,16,12,14,278,82,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,16,4/20/2019,"1,167","1,049",,231,45,52,19,87,25,14,15,273,46,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,17,4/27/2019,"1,176","1,054",,241,45,70,18,77,23,15,19,255,56,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,18,5/4/2019,"1,160","1,027",,237,61,53,16,62,16,21,24,246,54,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,19,5/11/2019,"1,191","1,057",12,244,57,53,17,81,17,10,26,263,42,0,0,,,,,,,,,,,,,,,
Arizona,2019,20,5/18/2019,"1,139","1,003",,231,39,71,,70,15,17,22,239,44,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,,,,,
Arizona,2019,21,5/25/2019,"1,122","1,006",,242,48,53,11,70,22,11,22,220,44,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,22,6/1/2019,"1,168","1,041",,251,39,59,18,76,22,15,12,235,58,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,23,6/8/2019,"1,074",941,,217,37,53,16,66,13,13,12,215,44,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,24,6/15/2019,"1,149","1,023",,254,40,58,10,53,14,17,21,239,50,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,25,6/22/2019,"1,060",940,,199,32,52,22,68,11,19,14,239,63,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,26,6/29/2019,"1,122",973,11,249,30,53,11,66,16,,28,213,54,0,0,,,,,,,,,,Suppressed (counts 1-9),,,,,
Arizona,2019,27,7/6/2019,"1,120",946,,248,39,46,11,62,15,10,20,214,39,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,28,7/13/2019,"1,165",993,10,239,39,59,11,58,17,27,18,240,51,0,0,,,,,,,,,,,,,,,
Arizona,2019,29,7/20/2019,"1,144",974,,223,46,49,,61,,11,17,255,52,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,
Arizona,2019,30,7/27/2019,"1,068",922,,201,51,57,10,47,19,14,22,238,47,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,31,8/3/2019,"1,085",940,,226,36,51,14,65,18,,20,216,43,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
Arizona,2019,32,8/10/2019,"1,085",937,,232,34,61,,59,18,11,23,231,39,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,,,,,
Arizona,2019,33,8/17/2019,"1,071",946,,248,34,41,13,64,17,16,24,232,49,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,34,8/24/2019,"1,063",933,,243,34,52,10,66,15,18,14,204,47,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,35,8/31/2019,"1,151","1,018",,256,43,63,11,52,20,14,20,246,46,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,36,9/7/2019,"1,176","1,017",,234,43,67,10,73,14,,22,258,45,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
Arizona,2019,37,9/14/2019,"1,038",910,,234,36,49,12,60,19,15,13,200,50,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,38,9/21/2019,"1,079",958,,236,39,57,11,51,17,13,17,225,55,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,39,9/28/2019,"1,159","1,039",,236,45,54,11,67,23,16,26,247,49,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,40,10/5/2019,"1,102",967,,248,36,62,12,57,15,17,24,189,47,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,41,10/12/2019,"1,117",991,,257,46,67,13,48,13,13,14,225,55,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,42,10/19/2019,"1,139","1,014",,245,35,72,20,67,21,17,18,221,48,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,43,10/26/2019,"1,013",906,,194,25,55,14,56,11,12,11,232,57,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,44,11/2/2019,"1,121","1,005",,251,38,73,12,49,20,12,13,216,69,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,45,11/9/2019,"1,254","1,115",10,271,36,75,15,65,14,17,25,268,58,0,0,,,,,,,,,,,,,,,
Arizona,2019,46,11/16/2019,"1,197","1,062",10,242,32,56,22,58,15,19,20,240,60,0,0,,,,,,,,,,,,,,,
Arizona,2019,47,11/23/2019,"1,220","1,075",,243,41,55,17,75,13,16,18,267,51,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,48,11/30/2019,"1,119","1,002",12,203,44,50,15,72,19,15,19,236,57,0,0,,,,,,,,,,,,,,,
Arizona,2019,49,12/7/2019,"1,222","1,100",11,263,52,59,20,69,19,15,20,260,48,0,0,,,,,,,,,,,,,,,
Arizona,2019,50,12/14/2019,"1,193","1,071",,240,33,60,26,71,10,18,17,253,51,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,51,12/21/2019,"1,165","1,039",,241,37,64,24,62,13,12,17,260,64,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,52,12/28/2019,"1,219","1,112",,263,46,60,20,78,16,12,18,259,59,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,1,1/4/2020,"1,299","1,180",,247,46,66,30,90,17,11,19,314,55,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,2,1/11/2020,"1,389","1,247",,276,58,67,26,86,19,19,26,295,64,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,3,1/18/2020,"1,315","1,176",,264,46,65,32,74,30,20,17,275,66,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,4,1/25/2020,"1,275","1,157",10,241,54,58,36,76,24,20,26,281,58,0,0,,,,,,,,,,,,,,,
Arizona,2020,5,2/1/2020,"1,265","1,131",,265,48,55,34,75,19,17,20,287,64,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,6,2/8/2020,"1,263","1,136",,239,52,66,31,78,17,12,24,279,63,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,7,2/15/2020,"1,311","1,190",,247,53,66,32,88,18,10,21,297,71,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,8,2/22/2020,"1,341","1,184",,261,36,59,31,83,16,17,23,289,65,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,9,2/29/2020,"1,352","1,196",,256,53,64,33,84,27,14,28,272,71,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,10,3/7/2020,"1,379","1,238",12,256,44,67,29,78,29,16,32,310,73,0,0,,,,,,,,,,,,,,,
Arizona,2020,11,3/14/2020,"1,349","1,200",,254,46,63,32,102,27,16,29,295,71,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,12,3/21/2020,"1,290","1,159",,262,44,63,37,79,31,13,25,256,64,,,,,Suppressed (counts 1-9),,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Arizona,2020,13,3/28/2020,"1,323","1,213",,263,52,66,37,81,19,20,20,276,61,31,29,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,14,4/4/2020,"1,356","1,235",,258,39,66,25,78,26,15,27,255,55,58,55,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,15,4/11/2020,"1,403","1,262",12,243,56,57,26,84,28,17,21,254,69,91,88,,,,,,,,,,,,,,,
Arizona,2020,16,4/18/2020,"1,316","1,193",10,255,38,69,22,74,13,21,18,245,48,96,87,,,,,,,,,,,,,,,
Arizona,2020,17,4/25/2020,"1,383","1,280",,266,39,76,18,64,25,13,25,282,63,106,99,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,18,5/2/2020,"1,398","1,265",,240,55,56,24,74,13,17,26,317,72,104,95,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,19,5/9/2020,"1,427","1,287",10,252,47,60,16,76,20,11,42,280,60,127,122,,,,,,,,,,,,,,,
Arizona,2020,20,5/16/2020,"1,305","1,162",,233,40,65,17,64,23,21,32,223,52,118,110,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,21,5/23/2020,"1,289","1,141",10,237,53,79,15,58,22,11,20,232,67,96,88,,,,,,,,,,,,,,,
Arizona,2020,22,5/30/2020,"1,310","1,177",,244,46,44,17,74,21,19,31,245,61,113,98,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,23,6/6/2020,"1,398","1,218",,253,39,63,16,62,14,12,23,264,60,132,127,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,24,6/13/2020,"1,462","1,304",10,246,46,67,13,72,26,12,36,278,55,172,152,,,,,,,,,,,,,,,
Arizona,2020,25,6/20/2020,"1,546","1,398",14,262,56,70,12,82,30,13,38,257,64,205,191,,,,,,,,,,,,,,,
Arizona,2020,26,6/27/2020,"1,614","1,470",12,260,46,70,16,68,27,24,51,279,60,255,235,,,,,,,,,,,,,,,
Arizona,2020,27,7/4/2020,"1,772","1,622",,247,56,77,23,70,27,13,54,283,66,381,352,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,28,7/11/2020,"1,949","1,803",12,251,65,76,36,80,39,11,83,302,62,498,472,,,,,,,,,,,,,,,
Arizona,2020,29,7/18/2020,"1,984","1,793",,236,47,77,29,69,28,17,121,298,58,539,502,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,30,7/25/2020,"1,847","1,698",,261,51,85,16,60,21,11,83,283,59,469,442,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,31,8/1/2020,"1,785","1,615",13,245,56,63,31,74,21,13,103,263,65,384,356,,,,,,,,,,,,,,,
Arizona,2020,32,8/8/2020,"1,579","1,444",,237,44,51,17,64,14,20,113,246,62,303,279,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,33,8/15/2020,"1,517","1,397",,239,53,61,20,49,21,11,103,226,55,248,231,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,34,8/22/2020,"1,489","1,346",,258,48,61,14,74,19,,95,265,58,170,152,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
Arizona,2020,35,8/29/2020,"1,442","1,319",,266,67,63,11,58,21,14,112,250,72,125,111,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,36,9/5/2020,"1,272","1,154",,225,41,54,12,51,20,20,86,258,40,90,77,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,37,9/12/2020,"1,252","1,157",10,240,40,43,13,54,25,15,112,238,57,58,54,,,,,,,,,,,,,,,
Arizona,2020,38,9/19/2020,"1,222","1,126",,234,41,54,13,52,,13,83,242,61,65,54,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,
Arizona,2020,39,9/26/2020,"1,193","1,123",11,232,42,59,11,62,16,,92,209,60,48,37,,,,,,,,,,Suppressed (counts 1-9),,,,,
Arizona,2020,40,10/3/2020,943,888,,180,18,42,13,49,,11,92,202,47,23,18,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,
Arkansas,2019,1,1/5/2019,692,631,14,115,24,29,18,46,13,10,,193,27,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Arkansas,2019,2,1/12/2019,601,570,,111,24,34,16,54,,11,0,171,30,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,
Arkansas,2019,3,1/19/2019,661,608,,123,21,32,14,58,15,15,,156,37,0,0,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
